Article,Variables,Trend,Timeseries length [yr],Period,Number of individual years covers,Frequency [obs/yr],Number of stations,Stations,River basin,Nation,Continent,Basin area [km2],Method,Method parameters,,,,,,,,
110,Dissolved inorganic nitrogen,0,14,1991-2004,14,monthly,,,Yesilirmak River,Turkey,Europe,36114,Mann-Kendall test,90% level of significance,,,,,,,,
110,Dissolved inorganic nitrogen,-,14,1991-2004,14,monthly,,,Rh“ne River,France,Europe,"96,619",Mann-Kendall test,90% level of significance,,,,,,,,
110,Dissolved inorganic nitrogen,-,14,1991-2004,14,monthly,,,Seine River,France,Europe,76270,Mann-Kendall test,90% level of significance,,,,,,,,
110,Dissolved inorganic nitrogen,-,14,1991-2004,14,monthly,,,Weser River,Germany,Europe,46306,Mann-Kendall test,90% level of significance,,,,,,,,
110,Dissolved inorganic nitrogen,-,14,1991-2004,14,monthly,,,Elbe River,Germany,Europe,"140,268",Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Douro River,Portugal,Europe,97682,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Loire River,France,Europe,"117,000",Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Mersey River,UK,Europe,4680,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,+,14,1991-2004,14,monthly,,,Sakarya River,Turkey,Europe,55300,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Barrow River,Ireland,Europe,3067,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Thames River,UK,Europe,12935,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Severn River,UK,Europe,11420,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Guadalquivir River,Spain,Europe,56978,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,+,14,1991-2004,14,monthly,,,Arno River,Italy,Europe,8228,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Ebro River,Spain,Europe,"86,800",Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Po River,Italy,Europe,"74,000",Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,+,14,1991-2004,14,monthly,,,Yesilirmak River,Turkey,Europe,36114,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Rh“ne River,France,Europe,"96,619",Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Seine River,France,Europe,76270,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Weser River,Germany,Europe,46306,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,-,14,1991-2004,14,monthly,,,Elbe River,Germany,Europe,"140,268",Mann-Kendall test,90% level of significance,,,,,,,,
110,nitrate,-,14,1991-2004,14,monthly,,,Rhine River,Germany,Europe,185260,Mann-Kendall test,90% level of significance,,,,,,,,
110,Ammonium,-,14,1991-2004,14,monthly,,,Rhine River,Germany,Europe,185260,Mann-Kendall test,90% level of significance,,,,,,,,
110,Dissolved inorganic nitrogen,-,14,1991-2004,14,monthly,,,Rhine River,Germany,Europe,185260,Mann-Kendall test,90% level of significance,,,,,,,,
110,total phosphorus,0,14,1991-2004,14,monthly,,,Rhine River,Germany,Europe,185260,Mann-Kendall test,90% level of significance,,,,,,,,
111,total phosphorus,0,18,1989-2006,18,monthly,1,St. Gui,Han River,South Korea,Asia,"34,128",,,,,,,,,,
111,total nitrogen,-,18,1989-2006,18,monthly,1,St. Gui,Han River,South Korea,Asia,"34,128",,,,,,,,,,
111,BOD:COD,-,18,1989-2006,18,monthly,1,St. Gui,Han River,South Korea,Asia,"34,128",linear regression,"Regression coefficient = -0.013, r2 = 0.54, p < 0.05",,,,,,,,
112,dissolved silicon,-,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = 0.07x2 - 264x + 2.6x10^5, r=0.92, p<0.001",,,,,,,,
112,Dissolved inorganic nitrogen,+,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = 0.02x2 - 94.6x + 9.1x10^4, r=0.94, p<0.001",,,,,,,,
112,Dissolved inorganic phosphorus,+,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = 0.86x10^-3x2 - 3.4x + 3.3x10^3, r=0.96, p<0.001",,,,,,,,
112,DSi:DIN,-,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = 0.004x2 - 17.5x + 17612, r=0.94, p<0.001",,,,,,,,
112,DIN:DIP,+,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = -0.12x2 - 476x - 472440, r=0.65, p<0.001",,,,,,,,
112,Dissolved oxygen,-,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",polynomial regression,"y = 0.11e(0,33x) + 3.45e(-0,33x), r=0.92, p<0.05",,,,,,,,
112,suspended solids,-,54,1955-2008,54,monthly/seasonally,1,Datong gauging station,Yangtze River,China,Asia,"1,808,500",,,,,,,,,,
113,Photosynthetic nanoplankton abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"high tide: y=0.41 (year)?809.0; r2 =0.88; low tide: y=0.47 (year)?932.8; r2 =0.88, Mann?Whitney test (p<0.001)",,,,,,,,
113,Diatoms abundance,0,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (r2 < 0.05, p > 0.5), Mann?Whitney test (p = 0.1956 for high tide, p = 0.9198 for low tide)",,,,,,,,
113,Bacteria abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (high tide: y=0.29 (year)?574.0; r2 =0.87; low tide: y=0.29 (year)?562.2; r2 = 0.85), Mann?Whitney test (p<0.001)",,,,,,,,
113,Heterotrophic nanoplankton abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (high tide: y=0.20 (year)? 394.6; r2 =0.86; low tide: y=0.21 (year)?412.3; r2 =0.79), Mann?Whitney test (p<0.001)",,,,,,,,
113,Heterotrophic dinoflagellates abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (high tide: y=1.98 (year)?3,923; r2 =0.95; low tide: y=1.74 (year)?3,435; r2 = 0.95), Mann?Whitney test (p<0.001)",,,,,,,,
113,Ciliate abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (high tide: y=2.92 (year)?5,780; r 2 =0.91; low tide: y=3.01 (year)?5,960; r 2 = 0.92), Mann?Whitney test (p<0.001)",,,,,,,,
113,Acartia abundance,+,11,1986-1996,11,weekly,1,Skidaway Institute of Oceanography,Skidaway River,USA,North America,27400,linear regression and Mann?Whitney test,"linear (y=1.23 (year)? 2,430; r2 =0.95), Mann?Whitney test (p=0.0014)",,,,,,,,
114,total phosphorus,-,18,1990-2007,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = ?0.69 to ?0.79, P ó 0.01",,,,,,,,
114,total nitrogen,-,18,1990-2008,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = ?0.69 to ?0.79, P ó 0.01",,,,,,,,
114,suspended solids,-,18,1990-2009,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = ?0.69 to ?0.79, P ó 0.01",,,,,,,,
114,Submerged aquatic vegetation species composition index,+,18,1990-2010,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = 0.59 to 0.78, P ó 0.03",,,,,,,,
114,Submerged aquatic vegetation abundance,+,18,1990-2011,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = 0.59 to 0.78, P ó 0.03",,,,,,,,
114,Submerged aquatic vegetation evenness,+,18,1990-2012,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = 0.59 to 0.78, P ó 0.03",,,,,,,,
114,Submerged aquatic vegetation Shannon diversity,+,18,1990-2013,18,biweekly,6,,Potomac River,USA,North America,"37,995",nonparametric Spearman-rank correlation,"rs = 0.59 to 0.78, P ó 0.03",,,,,,,,
115,Dissolved inorganic nitrogen,+,44,1960-2003,44,monthly,3,"Huayuankou, Luokou, Lijin",Yellow River,China,Asia,752546,Mann-Kendall test,"Kendall correlation coefficient: r = 0.733, p < 0.01 for Huayuankou Station; r = 0.636, P < 0.01 for Luokou Station; r = 0.818, P < 0.01 for Lijin Station",,,,,,,,
115,Dissolved inorganic nitrogen,+,15,1989-2003,15,monthly,1,,Wei River,China,Asia,135000,Mann-Kendall test,"r = 0.58, P < 0.01",,,,,,,,
115,phosphate,0,13,1980-1992,13,1-2 times/months,1,Luokou,Yellow River,China,Asia,752546,Mann-Kendall test,p > 0.01,,,,,,,,
115,total phosphorus,0,14,1985-1998,14,monthly,1,Luokou,Yellow River,China,Asia,752546,Mann-Kendall test,p > 0.01,,,,,,,,
116,nitrate,+,20,1988-2007,20,monthly,1,Forge Valley,Derwent River,UK,Europe,1197,Pearson correlation,"r = 0.482, p < 0.01",,,,,,,,
116,nitrate,0,20,1988-2007,20,monthly,1,Sherburn,Derwent River,UK,Europe,1197,Pearson correlation,p > 0.01,,,,,,,,
116,nitrate,+,16,1992-2007,16,monthly,1,Yedingham,Derwent River,UK,Europe,1197,Pearson correlation,"r = 0.357, p < 0.01",,,,,,,,
116,nitrate,+,20,1988-2007,20,monthly,1,Malton,Derwent River,UK,Europe,1197,Pearson correlation,"r = 0.443, p < 0.01",,,,,,,,
116,nitrate,+,20,1988-2007,20,monthly,1,Low Hutton,Derwent River,UK,Europe,1197,Pearson correlation,p < 0.01,,,,,,,,
116,nitrate,+,18,1990-2007,18,monthly,1,Howsham Bridge,Derwent River,UK,Europe,1197,Pearson correlation,p < 0.01,,,,,,,,
116,nitrate,+,20,1988-2007,20,monthly,1,Sutton Lock,Derwent River,UK,Europe,1197,Pearson correlation,p < 0.01,,,,,,,,
116,nitrate,+,18,1990-2007,18,monthly,1,Derwent Bridge,Derwent River,UK,Europe,1197,Pearson correlation,p < 0.01,,,,,,,,
116,nitrate,+,18,1990-2007,18,monthly,1,Loftsome Bridge,Derwent River,UK,Europe,1197,Pearson correlation,p < 0.01,,,,,,,,
117,Periphyton biomass,+,15,1988-2002,15,monthly,3,"EKF23, EFK6, EFK7",East Fork Poplar Creek,USA,North America,51,regression analysis,p < 0.01,,,,,,,,
117,Periphyton primary productivity,0,15,1988-2002,15,monthly,1,EKF23,East Fork Poplar Creek,USA,North America,51,regression analysis,"r2 = 0.20, P>0.1",,,,,,,,
119,nitrate,+,45,1965-2009,45,weekly,1,East Stoke,Frome River,UK,Europe,414,linear regression,"1965-1975 slope = 0.107, 1976-2009 slope = 0.83",,,,,,,,
119,Soluble reactive phosphorus,+,25,1965-1989,25,weekly,1,East Stoke,Frome River,UK,Europe,414,linear regression,,,,,,,,,
119,Soluble reactive phosphorus,-,20,1990-2009,20,weekly,1,East Stoke,Frome River,UK,Europe,414,linear regression,,,,,,,,,
121,total phosphorus,-,34,1977-2010,34,bimonthly,12,"12 reservoirs (Jaguari, Jurumirim, Santa Branca, Tanque Grande, Gra‡as, Guarapiranga, Itupararanga, Promiss?o, Barra Bonita, Cascata, Pirapora, and Rasg?o)",Tietˆ River,Brazil,South America,72168,Multiway Analysis of Variance (MANOVA),p < 0.05,,,,,,,,
121,total nitrogen,-,34,1977-2010,34,bimonthly,12,"12 reservoirs (Jaguari, Jurumirim, Santa Branca, Tanque Grande, Gra‡as, Guarapiranga, Itupararanga, Promiss?o, Barra Bonita, Cascata, Pirapora, and Rasg?o)",Tietˆ River,Brazil,South America,72168,Multiway Analysis of Variance (MANOVA),p < 0.05,,,,,,,,
121,TN:TP,+,34,1977-2010,34,bimonthly,12,"12 reservoirs (Jaguari, Jurumirim, Santa Branca, Tanque Grande, Gra‡as, Guarapiranga, Itupararanga, Promiss?o, Barra Bonita, Cascata, Pirapora, and Rasg?o)",Tietˆ River,Brazil,South America,72168,Multiway Analysis of Variance (MANOVA),p < 0.05,,,,,,,,
122,total nitrogen,-,19,1986-2004,19,monthly,1,,Oder River,Poland,Europe,119074,locally weighted regression analysis,,,,,,,,,
122,total nitrogen,-,19,1986-2004,19,monthly,1,,Vistula River,Poland,Europe,193960,locally weighted regression analysis,,,,,,,,,
123,Oxidised nitrogen,0,21,1980-2000,21,monthly,1,Onseepkans,Lower Orange River,South Africa,Africa,650000,ordinary least squares,"slope = -4.8, p = 0.072",,,,,,,,
123,phosphate,+,21,1980-2000,21,monthly,1,Onseepkans,Lower Orange River,South Africa,Africa,650000,ordinary least squares,"slope = 0.64, p = 0.002",,,,,,,,
123,Oxidised nitrogen,-,25,1980-2004,25,bimonthly,1,Van Der Kloof Dam,Upper Orange River,South Africa,Africa,104964,ordinary least squares,"slope = -16.0, p < 0.001",,,,,,,,
123,phosphate,-,25,1980-2004,25,bimonthly,1,Van Der Kloof Dam,Upper Orange River,South Africa,Africa,104964,ordinary least squares,"slope = -1.34, p < 0.001",,,,,,,,
123,Oxidised nitrogen,-,31,1975-2005,31,monthly,1,Villiers,Upper Vaal River,South Africa,Africa,18616,ordinary least squares,"slope = -8.2, p = 0.005",,,,,,,,
123,phosphate,+,31,1975-2005,31,monthly,1,Villiers,Upper Vaal River,South Africa,Africa,18616,ordinary least squares,"slope = 0.95, p = 0.019",,,,,,,,
123,Oxidised nitrogen,-,33,1972-2004,33,bimonthly,1,Mount Rupert,Harts River,South Africa,Africa,27652,ordinary least squares,"slope = -10.9, p < 0.001",,,,,,,,
123,phosphate,+,33,1972-2004,33,bimonthly,1,Mount Rupert,Harts River,South Africa,Africa,27652,ordinary least squares,"slope = 0.29, p = 0.042",,,,,,,,
123,Oxidised nitrogen,0,19,1987-2005,19,monthly,1,Kalkfontein Dam,Riet River,South Africa,Africa,10255,ordinary least squares,"slope = 2.8, p = 0.094",,,,,,,,
123,phosphate,+,19,1987-2005,19,monthly,1,Kalkfontein Dam,Riet River,South Africa,Africa,10255,ordinary least squares,"slope = 2.92, p = 0.003",,,,,,,,
123,Oxidised nitrogen,0,31,1975-2005,31,monthly,1,Frankfort,Wilge River,South Africa,Africa,18280,ordinary least squares,"slope = -1.4, p = 0.270",,,,,,,,
123,phosphate,+,31,1975-2005,31,monthly,1,Frankfort,Wilge River,South Africa,Africa,18280,ordinary least squares,"slope = 0.56, p = 0.025",,,,,,,,
123,Oxidised nitrogen,0,32,1974-2005,32,monthly,1,Misverstand/Die Brug,Berg River,South Africa,Africa,7715,ordinary least squares,"slope = 0.4, p = 0.882",,,,,,,,
123,phosphate,+,32,1974-2005,32,monthly,1,Misverstand/Die Brug,Berg River,South Africa,Africa,7715,ordinary least squares,"slope = 1.03, p < 0.001",,,,,,,,
123,Oxidised nitrogen,0,32,1973-2004,32,monthly,1,Swellendam,Breede River,South Africa,Africa,11444,ordinary least squares,"slope = 3.7, p = 0.054",,,,,,,,
123,phosphate,+,32,1973-2004,32,monthly,1,Swellendam,Breede River,South Africa,Africa,11444,ordinary least squares,"slope = 0.67, p < 0.001",,,,,,,,
123,Oxidised nitrogen,0,30,1976-2005,30,bimonthly,1,Zeekoedrift/Die Poort,Gourits River,South Africa,Africa,40000,ordinary least squares,"slope = -2.1, p = 0.462",,,,,,,,
123,phosphate,0,30,1976-2005,30,bimonthly,1,Zeekoedrift/Die Poort,Gourits River,South Africa,Africa,40000,ordinary least squares,"slope = 0.13, p = 0.865",,,,,,,,
123,Oxidised nitrogen,0,29,1977-2005,29,monthly,1,M?Kama,Keurbooms River,South Africa,Africa,625,ordinary least squares,"slope = -0.6, p = 0.156",,,,,,,,
123,phosphate,+,29,1977-2005,29,monthly,1,M?Kama,Keurbooms River,South Africa,Africa,625,ordinary least squares,"slope = 0.35, p < 0.001",,,,,,,,
123,Oxidised nitrogen,0,35,1972-2006,35,monthly,1,Grootrivierspoort,Gamtoos River,South Africa,Africa,26875,ordinary least squares,"slope = -1.5, p = 0.181",,,,,,,,
123,phosphate,+,35,1972-2006,35,monthly,1,Grootrivierspoort,Gamtoos River,South Africa,Africa,26875,ordinary least squares,"slope = 0.69, p < 0.001",,,,,,,,
123,Oxidised nitrogen,0,11,1995-2005,11,monthly,1,Uitenhage,Swartkops River,South Africa,Africa,1250,ordinary least squares,"slope = 22.7, p = 0.231",,,,,,,,
123,phosphate,+,11,1995-2005,11,monthly,1,Uitenhage,Swartkops River,South Africa,Africa,1250,ordinary least squares,"slope = 10.05, p = 0.001",,,,,,,,
123,Oxidised nitrogen,-,34,1971-2004,34,bimonthly,1,Korhaanspoort,Sundays River,South Africa,Africa,20736,ordinary least squares,"slope = -11.0, p < 0.001",,,,,,,,
123,phosphate,+,34,1971-2004,34,bimonthly,1,Korhaanspoort,Sundays River,South Africa,Africa,20736,ordinary least squares,"slope = 3.04, p < 0.001",,,,,,,,
123,Oxidised nitrogen,0,35,1971-2005,35,monthly,1,Matomela,Great Fish River,South Africa,Africa,28750,ordinary least squares,"slope = -5.2, p = 0.067",,,,,,,,
123,phosphate,0,35,1971-2005,35,monthly,1,Matomela,Great Fish River,South Africa,Africa,28750,ordinary least squares,"slope = 1.19, p = 0.080",,,,,,,,
123,Oxidised nitrogen,-,35,1971-2005,35,monthly,1,Howard Shaw Bridge,Keiskamma River,South Africa,Africa,3125,ordinary least squares,"slope = -15.1, p < 0.001",,,,,,,,
123,phosphate,0,35,1971-2005,35,monthly,1,Howard Shaw Bridge,Keiskamma River,South Africa,Africa,3125,ordinary least squares,"slope = 0.48, p = 0.089",,,,,,,,
123,Oxidised nitrogen,0,16,1990-2005,16,monthly,1,Area 8,Great Kei River,South Africa,Africa,18750,ordinary least squares,"slope = 4.2, p = 0.280",,,,,,,,
123,phosphate,0,16,1990-2005,16,monthly,1,Area 8,Great Kei River,South Africa,Africa,18750,ordinary least squares,"slope = 0.38, p = 0.400",,,,,,,,
123,Oxidised nitrogen,0,26,1980-2005,26,quarterly,1,N2 bridge,Mzimvubu River,South Africa,Africa,5625,ordinary least squares,"slope = -1, p = 0.781",,,,,,,,
123,phosphate,0,26,1980-2005,26,quarterly,1,N2 bridge,Mzimvubu River,South Africa,Africa,5625,ordinary least squares,"slope = 1.88, p = 0.168",,,,,,,,
123,Oxidised nitrogen,0,28,1978-2005,28,monthly,1,Shozi (Delos Estate),Mkomazi River,South Africa,Africa,4349,ordinary least squares,"slope = -2.1, p = 0.211",,,,,,,,
123,phosphate,0,28,1978-2005,28,monthly,1,Shozi (Delos Estate),Mkomazi River,South Africa,Africa,4349,ordinary least squares,"slope = 0.22, p = 0.163",,,,,,,,
123,Oxidised nitrogen,-,28,1977-2004,28,monthly,1,Mandini,Tugela Ruver,South Africa,Africa,32501,ordinary least squares,"slope = -10.6, p = 0.002",,,,,,,,
123,phosphate,0,28,1977-2004,28,monthly,1,Mandini,Tugela Ruver,South Africa,Africa,32501,ordinary least squares,"slope = 0.25, p = 0.354",,,,,,,,
123,Oxidised nitrogen,0,11,1995-2005,11,monthly,1,Monzi/State Land,Mfolozi River,South Africa,Africa,9099,ordinary least squares,"slope = 0.6, p = 0.973",,,,,,,,
123,phosphate,0,11,1995-2005,11,monthly,1,Monzi/State Land,Mfolozi River,South Africa,Africa,9099,ordinary least squares,"slope = 0.88, p = 0.519",,,,,,,,
123,Oxidised nitrogen,0,33,1972-2004,33,monthly,1,M?hlati,Phongola River,South Africa,Africa,7697,ordinary least squares,"slope = 6, p = 0.052",,,,,,,,
123,phosphate,+,33,1972-2004,33,monthly,1,M?hlati,Phongola River,South Africa,Africa,7697,ordinary least squares,"slope = 0.45, p = 0.003",,,,,,,,
123,Oxidised nitrogen,0,24,1982-2005,24,monthly,1,Komatipoort,Komati River,South Africa,Africa,25000,ordinary least squares,"slope = -4, p = 0.093",,,,,,,,
123,phosphate,+,24,1982-2005,24,monthly,1,Komatipoort,Komati River,South Africa,Africa,25000,ordinary least squares,"slope = 0.96, p < 0.001",,,,,,,,
123,Oxidised nitrogen,-,23,1983-2005,23,monthly,1,Kruger Natl Park,Olifants River,South Africa,Africa,54570,ordinary least squares,"slope = -18.3, p < 0.001",,,,,,,,
123,phosphate,+,23,1983-2005,23,monthly,1,Kruger Natl Park,Olifants River,South Africa,Africa,54570,ordinary least squares,"slope = 0.80, p = 0.003",,,,,,,,
123,Oxidised nitrogen,0,11,1993-2003,11,bimonthly,1,Beit Bridge,Limpopo River,South Africa,Africa,207073,ordinary least squares,"slope = -5.6, p = 0.702",,,,,,,,
123,phosphate,0,11,1993-2003,11,bimonthly,1,Beit Bridge,Limpopo River,South Africa,Africa,207073,ordinary least squares,"slope = 0.48, p = 0.754",,,,,,,,
127,water discharge,0,38,1965-2002,38,daily,1,USGS site 10254730,Alamo River,USA,North America,1911,regression analysis,p > 0.05,,,,,,,,
127,water discharge,0,38,1965-2002,38,daily,1,USGS site 10255550,New River,USA,North America,6500,regression analysis,p > 0.05,,,,,,,,
127,water discharge,0,38,1965-2002,38,daily,1,USGS site 10259540,Whitewater River,USA,North America,3900,regression analysis,p > 0.05,,,,,,,,
127,total phosphorus,0,31,1969-1999,31,monthly,,,Alamo River,USA,North America,1911,regression analysis,p > 0.05,,,,,,,,
127,total phosphorus,+,35,1969-2003,35,monthly,,,New River,USA,North America,6500,regression analysis,p<0.001,,,,,,,,
127,total phosphorus,+,21,1980-2000,21,monthly,,,Whitewater River,USA,North America,3900,regression analysis,p<0.001,,,,,,,,
127,Total phosphorus load,0,38,1965-2002,38,monthly,,,Alamo River,USA,North America,1911,regression analysis,p > 0.05,,,,,,,,
127,Total phosphorus load,+,38,1965-2002,38,monthly,,,New River,USA,North America,6500,regression analysis,p<0.001,,,,,,,,
127,Total phosphorus load,+,38,1965-2002,38,monthly,,,Whitewater River,USA,North America,3900,regression analysis,p<0.001,,,,,,,,
130,phosphate,+,20,1985-2004,20,weekly/monthly,8,"LB1 ? G1H021 ? Mountainview, LB2 ? G1H008 ? Niewkloof, B1 ? G1H004 ? Bergriviershoek, B2 ? G1H020 ? Dal Josafat, B3 ? G1H036 ? Hermon, B4 ? G1H013 ? Drieheuvels, B5 ? G1H031 ? Misverstand, B6 ? G1H023 ? Jantjiesfontein",Berg River,South Africa,Africa,7715,linear regression,,,,,,,,,
131,dissolved silicon,-,39,"1960-1985, 1992-1998",33,1-3 times/month,1,Datong,Yangtze River,China,Asia,"1,808,500",statistical test performed with the Social Package of Statistic Software 11.0,,,,,,,,,
131,Dissolved inorganic nitrogen,+,39,"1960-1985, 1992-1998",33,1-3 times/month,1,Datong,Yangtze River,China,Asia,"1,808,500",statistical test performed with the Social Package of Statistic Software 11.0,,,,,,,,,
131,Dissolved inorganic phosphorus,+,39,"1960-1985, 1992-1998",33,1-3 times/month,1,Datong,Yangtze River,China,Asia,"1,808,500",statistical test performed with the Social Package of Statistic Software 11.0,,,,,,,,,
131,DIN:DSi,+,39,"1960-1985, 1992-1998",33,1-3 times/month,1,Datong,Yangtze River,China,Asia,"1,808,500",statistical test performed with the Social Package of Statistic Software 11.0,,,,,,,,,
131,DIP:DSi,+,39,"1960-1985, 1992-1998",33,1-3 times/month,1,Datong,Yangtze River,China,Asia,"1,808,500",statistical test performed with the Social Package of Statistic Software 11.0,,,,,,,,,
133,dissolved silicon,-,41,1962-2002,41,monthly/seasonally,1,Datong,Yangtze River,China,Asia,"1,808,500",,,,,,,,,,
133,Dissolved inorganic nitrogen,+,41,1962-2002,41,monthly/seasonally,1,Datong,Yangtze River,China,Asia,"1,808,500",,,,,,,,,,
133,Dissolved inorganic phosphorus,+,41,1962-2002,41,monthly/seasonally,1,Datong,Yangtze River,China,Asia,"1,808,500",,,,,,,,,,
136,total phosphorus,-,19,1985-2003,19,monthly,1,USGS gauging station at Bowie,Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),p<0.01,,,,,,,,
136,total nitrogen,-,19,1985-2003,19,monthly,1,USGS gauging station at Bowie,Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),p<0.01,,,,,,,,
136,Dissolved inorganic nitrogen,-,19,1985-2003,19,monthly,3,"upper, middle, lower",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Upper: r2 = 0.53, slope = ?1.35 (0.29), p <0.01; Middle:  r2 = 0.38, slope = ?0.71 (0.21), p<0.01; Lower: r2 =  0.29, slope = ?0.50 (0.14), p = 0.02",,,,,,,,
136,Dissolved inorganic phosphorus,-,19,1985-2003,19,monthly,3,"upper, middle, lower",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Upper: r2 = 0.40, slope = ?0.02 (0.003), p <0.01; Middle:  r2 = 0.58, slope = ?0.04 (0.006), p<0.01; Lower: r2 =  0.48, slope = ?0.02 (0.003),  p<0.01",,,,,,,,
136,Chlorophyll-a,0,19,1985-2003,19,monthly,3,"upper, middle, lower",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Upper: r2 = 0.002, slope = ?0.02 (0.13), p = 0.87; Middle:  r2 = 0.08, slope = 0.37 (0.26), p = 0.23; Lower: r2 =  0.18, slope = 0.35 (0.17),  p = 0.06",,,,,,,,
136,Secchi depth,0,19,1985-2003,19,monthly,2,"upper, middle",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Upper: r2 = 0.19, slope = ?0.005 (0.002), p =0.06; Middle:  r2 = 0.09, slope = ?0.005 (0.004), p = 0.21",,,,,,,,
136,Secchi depth,-,19,1985-2003,19,monthly,1,lower,Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Lower: r2 =  0.26, slope = ?0.020 (0.007),  p = 0.03",,,,,,,,
136,Net oxygen production,0,19,1985-2003,19,monthly,3,"upper, middle, lower",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"Upper: r2 = 0.02, slope = 0.02, p = 0.55; Middle:  r2 = 0.06, slope = 0.16 (0.15), p = 0.30; Lower: r2 =  0.15, slope = 0.20 (0.09),  p = 0.10",,,,,,,,
136,Acartia abundance,-,18,1985-2002,18,monthly,1,"station LE1.1 (38.42512, ?76.60163; NAD83)",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"r2 = 0.19, p<0.1",,,,,,,,
136,Mnemiopsis biovolume,+,16,1987-2002,16,monthly,1,"station LE1.1 (38.42512, ?76.60163; NAD83)",Patuxent River,USA,North America,2352,Simple linear regression (GLM procedure; SAS v9.1),"r2 = 0.32, p<0.05",,,,,,,,
138,Dissolved oxygen,-,44,1955-1998,44,seasonally,1,Higham Bridge,Brett River,UK,Europe,86,regression analysis,r=-0.6. p<0.01,,,,,,,,
